response_id,customer_id,survey_date,overall_satisfaction,product_quality,customer_service,value_for_money,would_recommend,nps_score,comments
789,11607,2024-02-07,Very Dissatisfied,5,3,2,No,6.0,
790,11040,2024-06-28,Very Satisfied,5,3,3,No,8.0,
791,11427,2024-02-20,Satisfied,2,1,1,Yes,4.0,Could be better
792,11387,2024-02-27,Very Dissatisfied,1,4,2,No,10.0,
793,10791,2024-01-18,Very Dissatisfied,1,2,3,Yes,10.0,Great!
794,11740,2024-04-03,Neutral,2,3,4,Yes,9.0,Could be better
795,10010,2024-06-18,Satisfied,2,2,4,No,0.0,Could be better
796,11832,2024-02-29,Dissatisfied,1,3,4,Yes,0.0,Average
797,10158,2024-02-27,Satisfied,3,2,5,No,5.0,Could be better
798,11321,2024-01-08,Dissatisfied,4,5,3,Yes,1.0,Average
799,11559,2024-01-31,Satisfied,3,4,2,Yes,2.0,
800,10953,2024-04-27,Satisfied,5,2,2,No,10.0,Could be better
801,10193,2024-03-18,Neutral,2,4,5,No,9.0,Great!
802,11945,2024-01-03,Dissatisfied,1,1,4,No,7.0,
803,11233,2024-05-18,Satisfied,3,5,1,Yes,2.0,Great!
804,11675,2024-02-13,Satisfied,1,5,3,No,10.0,
805,10335,2024-01-16,Dissatisfied,5,5,1,Yes,9.0,
806,11809,2024-06-03,Dissatisfied,2,4,2,Yes,7.0,Could be better
807,10595,2024-06-06,Neutral,3,5,1,No,3.0,Average
808,11483,2024-03-04,Neutral,1,4,2,No,10.0,Could be better
809,11202,2024-06-06,Very Dissatisfied,5,5,1,No,6.0,Good
810,11764,2024-01-10,Dissatisfied,5,3,5,Yes,,
811,10571,2024-03-31,Neutral,3,5,3,No,7.0,Great!
812,11227,2024-01-18,Satisfied,4,5,3,Yes,5.0,Good
813,10604,2024-02-20,Neutral,2,4,3,Yes,2.0,Great!
814,10802,2024-05-13,Neutral,3,5,1,No,6.0,Good
815,11491,2024-03-16,Dissatisfied,4,4,1,No,10.0,Good
816,11661,2024-02-09,Neutral,4,1,3,Yes,6.0,Could be better
817,11359,2024-01-22,Neutral,5,5,1,Yes,10.0,Great!
818,10545,2024-01-18,Neutral,1,4,1,No,7.0,Could be better
819,11297,2024-03-08,Dissatisfied,2,1,4,Yes,5.0,Could be better
820,10302,2024-03-25,Neutral,2,4,1,Yes,5.0,
821,11336,2024-03-25,Dissatisfied,2,5,2,No,4.0,Average
822,10201,2024-02-01,Satisfied,3,3,3,No,8.0,Great!
823,10298,2024-06-12,Very Dissatisfied,2,1,5,No,10.0,Could be better
824,10817,2024-02-06,Neutral,5,3,1,Yes,8.0,Great!
825,11837,2024-06-28,Neutral,5,4,2,Yes,7.0,Could be better
826,11834,2024-02-27,Dissatisfied,2,5,5,Yes,9.0,
827,11609,2024-01-30,Satisfied,5,3,3,No,10.0,
828,11483,2024-03-30,Very Dissatisfied,4,5,2,Yes,6.0,Average
829,11023,2024-06-12,Dissatisfied,5,3,4,Yes,9.0,Average
830,11007,2024-02-15,Satisfied,4,5,5,No,3.0,Could be better
831,10437,2024-03-23,Very Satisfied,4,5,2,No,2.0,
832,10830,2024-05-23,Dissatisfied,3,2,5,No,1.0,Average
833,11778,2024-06-18,Very Satisfied,3,2,1,Yes,2.0,
834,10216,2024-06-06,Dissatisfied,1,3,1,Yes,10.0,Good
835,11970,2024-01-15,Dissatisfied,3,3,3,Yes,3.0,Great!
836,11557,2024-03-17,Satisfied,2,1,3,No,6.0,
837,11898,2024-06-01,Satisfied,5,2,3,Yes,4.0,Could be better
838,10901,2024-03-08,Very Dissatisfied,2,3,2,Yes,0.0,Could be better
839,10576,2024-06-21,Satisfied,2,5,1,Yes,1.0,
840,10771,2024-03-14,Satisfied,5,1,3,Yes,10.0,Great!
841,11412,2024-01-06,Dissatisfied,2,4,5,No,,Could be better
842,11449,2024-06-19,Satisfied,1,5,1,No,7.0,Average
843,11054,2024-01-19,Satisfied,5,5,1,No,5.0,Could be better
844,10455,2024-01-31,Dissatisfied,3,3,5,No,2.0,Good
845,11072,2024-03-23,Satisfied,5,2,1,No,0.0,Could be better
846,11446,2024-03-22,Very Satisfied,2,3,2,Yes,4.0,Good
847,11678,2024-01-13,Satisfied,1,4,4,Yes,4.0,
848,10284,2024-02-04,Satisfied,5,3,5,No,9.0,Average
849,10812,2024-02-21,Neutral,3,5,5,Yes,5.0,Good
850,11036,2024-01-15,Neutral,1,1,5,Yes,6.0,Average
851,10482,2024-03-26,Dissatisfied,4,3,5,Yes,10.0,
852,10094,2024-01-01,Very Satisfied,5,2,4,Yes,4.0,
853,10955,2024-03-21,Dissatisfied,4,3,1,No,10.0,
854,10932,2024-01-03,Neutral,5,4,3,No,3.0,
855,11429,2024-03-16,Dissatisfied,2,5,3,No,2.0,Average
856,10018,2024-06-24,Dissatisfied,5,3,4,Yes,4.0,Good
857,11552,2024-03-27,Neutral,2,1,5,Yes,4.0,Great!
858,10211,2024-06-05,Dissatisfied,1,1,1,No,8.0,
859,11547,2024-02-09,Very Dissatisfied,4,4,3,Yes,9.0,
860,11533,2024-04-05,Very Dissatisfied,1,5,4,No,5.0,Great!
861,10729,2024-05-06,Very Dissatisfied,1,3,3,Yes,6.0,Average
862,11017,2024-06-07,Neutral,5,2,3,Yes,,Great!
863,11363,2024-05-16,Very Satisfied,2,2,2,Yes,2.0,Average
864,10133,2024-05-07,Very Dissatisfied,1,5,5,Yes,6.0,Average
865,11566,2024-03-08,Dissatisfied,5,3,1,No,1.0,Average
866,11519,2024-05-29,Neutral,2,5,5,No,4.0,Great!
867,11574,2024-06-09,Dissatisfied,2,1,4,No,10.0,Could be better
868,11771,2024-03-17,Very Satisfied,4,3,3,Yes,4.0,Great!
869,10864,2024-01-01,Very Dissatisfied,3,1,1,No,3.0,
870,10272,2024-01-07,Very Dissatisfied,1,3,4,Yes,6.0,Good
871,10439,2024-02-03,Dissatisfied,5,4,2,Yes,7.0,Average
872,11877,2024-01-11,Satisfied,3,1,5,Yes,0.0,
873,11184,2024-04-06,Satisfied,5,1,1,Yes,1.0,
874,11616,2024-01-16,Very Satisfied,5,5,3,No,4.0,Good
875,11725,2024-05-19,Very Dissatisfied,4,1,2,No,,
876,11752,2024-02-24,Neutral,5,3,4,Yes,8.0,Great!
877,11089,2024-04-02,Satisfied,3,5,2,No,6.0,
878,10823,2024-02-27,Neutral,1,2,5,No,2.0,Good
879,10198,2024-04-30,Very Dissatisfied,4,4,5,No,2.0,Average
880,11214,2024-01-27,Satisfied,5,5,2,Yes,5.0,
881,10842,2024-02-24,Neutral,5,4,2,Yes,5.0,Could be better
882,10944,2024-05-04,Neutral,5,5,5,Yes,9.0,Could be better
883,10890,2024-04-29,Very Satisfied,1,1,2,No,6.0,
884,10656,2024-04-20,Neutral,1,3,1,Yes,1.0,Could be better
885,10798,2024-03-12,Dissatisfied,5,5,4,Yes,2.0,
886,11999,2024-06-23,Dissatisfied,2,2,5,No,6.0,
887,11614,2024-06-14,Very Satisfied,4,4,5,Yes,2.0,
888,11711,2024-05-12,Neutral,2,5,2,No,6.0,
889,10502,2024-01-19,Very Dissatisfied,5,2,3,Yes,,
890,11753,2024-05-12,Satisfied,5,1,5,No,10.0,Could be better
891,11539,2024-05-06,Neutral,4,5,5,Yes,1.0,
892,10137,2024-01-06,Dissatisfied,2,1,2,Yes,0.0,
893,10911,2024-03-13,Dissatisfied,4,2,3,No,8.0,Good
894,10572,2024-01-13,Very Dissatisfied,1,5,1,Yes,2.0,Could be better
895,11891,2024-04-21,Satisfied,2,2,4,No,5.0,Good
896,11538,2024-04-06,Very Satisfied,5,3,4,Yes,,Could be better
897,11556,2024-04-05,Dissatisfied,4,1,5,No,5.0,
898,11190,2024-01-08,Satisfied,2,1,4,No,3.0,
899,11135,2024-01-06,Dissatisfied,1,5,4,Yes,4.0,Could be better
900,11001,2024-03-22,Very Dissatisfied,3,3,4,Yes,6.0,Good
901,11885,2024-04-01,Very Satisfied,4,4,1,Yes,,Could be better
902,11649,2024-06-12,Neutral,4,2,4,No,1.0,Great!
903,10492,2024-04-10,Dissatisfied,4,3,3,No,10.0,
904,11366,2024-05-08,Satisfied,3,4,2,No,9.0,
905,10145,2024-06-05,Dissatisfied,2,3,1,Yes,7.0,Could be better
906,10552,2024-06-22,Very Satisfied,3,4,3,No,7.0,Good
907,11995,2024-01-20,Dissatisfied,4,1,5,No,1.0,Average
908,11466,2024-01-10,Very Dissatisfied,4,3,4,No,9.0,
909,11100,2024-04-22,Neutral,1,5,1,No,8.0,Could be better
910,10631,2024-05-15,Very Satisfied,1,2,1,No,0.0,Could be better
911,10086,2024-03-10,Very Satisfied,1,4,1,No,10.0,
912,10007,2024-02-11,Very Satisfied,2,5,1,No,2.0,Good
913,10964,2024-03-10,Very Dissatisfied,1,4,2,No,,
914,11965,2024-01-22,Neutral,5,5,4,Yes,5.0,
915,10668,2024-03-15,Very Satisfied,5,5,3,No,,Could be better
916,10110,2024-04-20,Dissatisfied,5,5,2,Yes,5.0,Great!
917,11657,2024-02-09,Neutral,1,4,5,No,6.0,Good
918,11300,2024-04-27,Very Satisfied,2,1,5,Yes,9.0,
919,11783,2024-02-29,Very Dissatisfied,1,2,2,No,2.0,Great!
920,11231,2024-03-06,Very Dissatisfied,4,3,4,No,5.0,
921,10477,2024-04-07,Very Satisfied,4,2,2,No,0.0,
922,11951,2024-06-20,Very Satisfied,4,4,2,Yes,0.0,Great!
923,11298,2024-02-01,Satisfied,3,1,4,Yes,3.0,Good
924,10232,2024-02-09,Very Dissatisfied,1,4,5,No,0.0,Good
925,10722,2024-01-16,Dissatisfied,2,3,5,No,8.0,Could be better
926,10312,2024-02-19,Very Satisfied,4,1,1,Yes,4.0,Could be better
927,10660,2024-01-15,Neutral,1,5,2,Yes,5.0,Could be better
928,11930,2024-05-20,Satisfied,2,3,5,No,6.0,Could be better
929,10856,2024-04-14,Satisfied,3,3,1,No,1.0,
930,10605,2024-04-02,Very Dissatisfied,3,5,3,No,8.0,Could be better
931,10616,2024-04-16,Very Dissatisfied,4,4,3,No,5.0,
932,11247,2024-06-11,Neutral,1,2,4,No,7.0,Good
933,10015,2024-05-28,Very Dissatisfied,2,5,2,No,10.0,Average
934,11678,2024-02-06,Very Satisfied,2,1,5,Yes,0.0,
935,10472,2024-01-16,Neutral,4,5,1,No,1.0,
936,10486,2024-05-01,Satisfied,4,1,4,Yes,7.0,Good
937,11574,2024-02-19,Very Dissatisfied,4,1,1,No,10.0,
938,10260,2024-02-26,Very Satisfied,3,5,4,No,7.0,Good
939,10628,2024-04-24,Neutral,4,4,5,Yes,5.0,Could be better
940,10986,2024-03-19,Neutral,3,2,1,Yes,4.0,Average
941,11403,2024-01-10,Dissatisfied,5,2,3,Yes,4.0,
942,10551,2024-04-24,Very Satisfied,5,1,3,No,6.0,Good
943,10658,2024-04-29,Very Dissatisfied,1,1,2,No,10.0,Good
944,11493,2024-05-20,Very Satisfied,4,4,2,Yes,7.0,Great!
945,10101,2024-01-25,Neutral,5,3,5,No,7.0,
946,10348,2024-01-20,Very Satisfied,4,1,2,No,2.0,Great!
947,10568,2024-02-11,Very Satisfied,5,5,5,Yes,0.0,
948,10893,2024-01-22,Very Dissatisfied,4,4,1,Yes,8.0,Great!
949,10607,2024-05-27,Dissatisfied,4,4,2,No,0.0,
950,10143,2024-05-06,Satisfied,3,5,2,Yes,9.0,Great!
951,10094,2024-04-12,Satisfied,1,2,3,Yes,,Could be better
952,11647,2024-05-22,Very Dissatisfied,3,4,3,No,3.0,Average
953,10670,2024-02-20,Very Satisfied,3,1,2,Yes,8.0,Could be better
954,11212,2024-03-10,Neutral,3,5,1,No,6.0,Average
955,11532,2024-01-02,Neutral,1,1,4,No,2.0,Average
956,11100,2024-03-08,Neutral,3,2,4,Yes,6.0,
957,11403,2024-02-12,Very Dissatisfied,5,5,2,Yes,8.0,Great!
958,10726,2024-05-09,Neutral,3,1,3,No,7.0,Could be better
959,10509,2024-01-23,Satisfied,4,3,5,Yes,5.0,Good
960,10911,2024-04-14,Dissatisfied,5,4,1,No,2.0,Great!
961,11089,2024-03-01,Neutral,5,3,3,No,4.0,Good
962,11624,2024-06-01,Neutral,3,2,4,No,0.0,Average
963,10943,2024-03-04,Satisfied,4,3,1,Yes,,Good
964,11204,2024-05-26,Neutral,1,1,4,No,4.0,
965,10693,2024-05-08,Dissatisfied,4,2,3,Yes,7.0,Could be better
966,11407,2024-05-17,Satisfied,1,5,4,Yes,9.0,Could be better
967,11987,2024-02-25,Very Dissatisfied,5,1,1,Yes,5.0,
968,11063,2024-05-15,Satisfied,2,4,3,No,5.0,
969,10240,2024-06-07,Satisfied,4,1,3,No,0.0,Average
970,10189,2024-05-27,Satisfied,5,5,3,No,7.0,Average
971,11701,2024-02-14,Dissatisfied,5,4,1,Yes,1.0,Could be better
972,10336,2024-05-14,Dissatisfied,5,2,5,No,5.0,Could be better
973,11491,2024-04-13,Neutral,3,3,3,No,3.0,Could be better
974,11115,2024-05-07,Dissatisfied,2,4,1,No,5.0,Average
975,11554,2024-04-03,Dissatisfied,4,2,2,No,,Good
976,10906,2024-05-08,Neutral,5,1,5,Yes,1.0,Good
977,11939,2024-05-09,Dissatisfied,3,3,1,No,4.0,
978,10425,2024-05-05,Neutral,1,1,2,No,4.0,Good
979,11308,2024-01-12,Very Satisfied,1,1,4,Yes,7.0,
980,10992,2024-01-14,Very Satisfied,5,1,2,Yes,8.0,
981,11164,2024-05-10,Neutral,4,4,3,Yes,9.0,Great!
982,10483,2024-04-29,Dissatisfied,2,5,2,No,9.0,
983,10253,2024-02-18,Dissatisfied,1,4,5,No,5.0,Good
984,11958,2024-04-09,Satisfied,1,3,4,Yes,5.0,Good
985,10340,2024-01-31,Satisfied,5,1,2,Yes,5.0,Good
986,11893,2024-04-18,Very Satisfied,3,5,1,Yes,6.0,Average
987,10247,2024-06-25,Very Dissatisfied,5,1,3,Yes,5.0,
988,11071,2024-01-23,Very Satisfied,2,2,2,Yes,5.0,Good
989,11175,2024-03-19,Very Dissatisfied,1,1,4,No,7.0,Could be better
990,11550,2024-06-02,Very Dissatisfied,3,5,1,Yes,8.0,Good
991,10283,2024-02-09,Dissatisfied,3,1,3,Yes,1.0,
992,11680,2024-05-21,Satisfied,4,5,5,Yes,6.0,Average
993,10028,2024-05-15,Very Satisfied,4,2,1,No,3.0,Great!
994,10217,2024-03-03,Dissatisfied,4,2,1,Yes,6.0,
995,10122,2024-04-15,Satisfied,4,3,5,No,8.0,
996,11433,2024-02-11,Satisfied,3,3,1,No,8.0,
997,11181,2024-01-13,Neutral,3,1,3,No,6.0,Average
998,11233,2024-04-19,Satisfied,4,3,3,No,4.0,Could be better
999,10778,2024-05-26,Satisfied,2,3,5,No,5.0,Good
1000,11447,2024-01-09,Very Dissatisfied,4,4,5,No,4.0,
1001,11972,2024-05-17,Satisfied,2,3,2,Yes,8.0,
1002,11027,2024-04-03,Neutral,1,5,4,No,0.0,
1003,10732,2024-06-23,Dissatisfied,1,2,1,No,8.0,Great!
1004,10422,2024-05-31,Dissatisfied,2,1,3,Yes,5.0,Average
1005,10980,2024-06-10,Neutral,3,1,3,No,5.0,Could be better
1006,10022,2024-05-20,Neutral,5,1,4,Yes,8.0,Great!
1007,11706,2024-04-30,Neutral,5,3,5,Yes,2.0,Good
1008,11162,2024-06-24,Satisfied,3,4,1,Yes,9.0,Could be better
1009,11809,2024-05-01,Very Dissatisfied,5,5,4,No,7.0,Could be better
1010,11310,2024-04-01,Very Dissatisfied,4,2,3,No,7.0,
1011,10462,2024-04-14,Satisfied,5,1,2,No,9.0,Could be better
1012,10841,2024-06-06,Dissatisfied,3,3,3,Yes,8.0,Great!
1013,10028,2024-01-23,Very Satisfied,4,2,2,Yes,9.0,Could be better
1014,11073,2024-02-14,Dissatisfied,4,5,2,Yes,0.0,
1015,11190,2024-06-24,Dissatisfied,5,5,3,No,8.0,
1016,10424,2024-03-05,Very Satisfied,5,5,2,Yes,9.0,Great!
1017,11947,2024-04-16,Very Satisfied,1,2,2,Yes,10.0,Could be better
1018,11433,2024-06-02,Dissatisfied,2,4,4,Yes,4.0,
1019,10461,2024-03-20,Neutral,1,5,4,Yes,8.0,Average
1020,10409,2024-06-06,Very Dissatisfied,3,2,3,No,8.0,Good
1021,10923,2024-05-24,Dissatisfied,5,2,4,No,,
1022,11993,2024-05-09,Very Satisfied,4,5,3,Yes,7.0,
1023,11419,2024-04-01,Very Satisfied,5,4,3,Yes,8.0,
1024,10546,2024-03-05,Dissatisfied,3,2,2,No,6.0,Great!
1025,11270,2024-06-06,Very Dissatisfied,5,1,2,No,5.0,
1026,11872,2024-01-01,Dissatisfied,3,3,4,No,3.0,
1027,11364,2024-05-01,Very Dissatisfied,2,1,2,Yes,4.0,Average
1028,10650,2024-02-07,Dissatisfied,2,1,3,Yes,8.0,Average
1029,10818,2024-01-04,Satisfied,5,5,2,No,1.0,Great!
1030,11912,2024-03-04,Satisfied,3,3,2,No,0.0,
1031,10581,2024-06-08,Dissatisfied,1,1,5,Yes,2.0,
1032,11322,2024-02-14,Satisfied,1,4,5,Yes,7.0,
1033,10281,2024-02-12,Very Satisfied,1,5,2,No,8.0,Great!
1034,10059,2024-06-04,Satisfied,2,2,2,Yes,7.0,
1035,11772,2024-02-13,Dissatisfied,5,4,2,No,7.0,
1036,10840,2024-01-29,Neutral,3,2,4,No,0.0,
1037,10161,2024-02-18,Very Dissatisfied,1,1,2,No,5.0,Average
1038,11927,2024-02-13,Very Satisfied,2,4,2,Yes,6.0,Average
1039,11083,2024-06-02,Satisfied,3,4,5,Yes,2.0,Great!
1040,10317,2024-04-19,Very Dissatisfied,1,3,5,Yes,2.0,Great!
1041,11104,2024-04-14,Very Satisfied,2,2,1,No,9.0,Good
1042,10355,2024-05-27,Satisfied,2,2,4,No,4.0,Good
1043,11077,2024-04-03,Satisfied,4,3,1,No,,
1044,10392,2024-02-22,Dissatisfied,1,3,4,Yes,2.0,Average
1045,11322,2024-05-20,Neutral,5,5,2,No,8.0,
1046,11925,2024-01-18,Very Satisfied,3,1,2,Yes,2.0,
1047,11756,2024-01-08,Very Satisfied,2,3,4,Yes,1.0,Could be better
1048,11221,2024-04-28,Dissatisfied,1,1,5,No,,
1049,10467,2024-06-17,Dissatisfied,5,3,5,Yes,8.0,Average
1050,11679,2024-06-22,Satisfied,2,2,1,No,6.0,Could be better
1051,11084,2024-06-05,Neutral,2,4,5,No,3.0,Great!
1052,11354,2024-03-09,Very Satisfied,2,1,4,Yes,,
1053,11297,2024-06-29,Satisfied,1,4,2,No,9.0,Could be better
1054,10212,2024-04-24,Neutral,3,5,4,Yes,9.0,
1055,10956,2024-04-06,Dissatisfied,3,5,4,No,1.0,
1056,10687,2024-02-03,Very Dissatisfied,3,2,1,No,4.0,Great!
1057,10687,2024-03-23,Satisfied,1,1,4,Yes,10.0,
1058,10682,2024-03-15,Dissatisfied,1,5,3,Yes,8.0,Good
1059,11781,2024-02-08,Satisfied,2,4,3,No,3.0,Good
1060,11698,2024-04-13,Neutral,2,3,5,Yes,3.0,Average
1061,11369,2024-01-19,Satisfied,3,1,1,Yes,4.0,
1062,11747,2024-03-28,Dissatisfied,2,4,4,Yes,7.0,Great!
1063,10553,2024-05-05,Very Satisfied,4,1,5,No,6.0,
1064,10265,2024-05-29,Dissatisfied,5,3,1,No,4.0,
1065,10891,2024-06-19,Neutral,2,3,2,No,2.0,Could be better
1066,11227,2024-04-01,Satisfied,2,2,1,Yes,5.0,Could be better
1067,11654,2024-03-03,Very Dissatisfied,5,5,5,No,8.0,Great!
1068,11160,2024-01-06,Neutral,2,4,1,Yes,10.0,Great!
1069,11425,2024-01-09,Satisfied,5,4,2,No,2.0,Average
1070,10565,2024-05-10,Very Satisfied,4,2,5,No,5.0,Average
1071,10712,2024-06-28,Very Satisfied,5,1,3,Yes,9.0,Good
1072,10457,2024-02-19,Neutral,2,2,3,No,1.0,Average
1073,10252,2024-06-19,Dissatisfied,2,4,1,Yes,3.0,Could be better
1074,10600,2024-04-19,Neutral,5,2,3,No,10.0,Could be better
1075,10980,2024-05-31,Neutral,1,3,3,Yes,10.0,
1076,10047,2024-05-17,Neutral,3,5,5,No,4.0,
1077,10878,2024-05-23,Satisfied,1,2,2,Yes,2.0,Great!
1078,10604,2024-03-31,Very Dissatisfied,3,1,1,Yes,9.0,
1079,10864,2024-04-01,Satisfied,1,5,5,No,1.0,Great!
1080,11804,2024-06-17,Neutral,3,4,3,Yes,2.0,Average
1081,11617,2024-02-15,Satisfied,1,1,3,Yes,10.0,Average
1082,10842,2024-03-23,Neutral,2,1,5,No,0.0,Could be better
1083,11810,2024-03-29,Very Dissatisfied,3,1,4,Yes,2.0,
1084,11196,2024-05-10,Dissatisfied,2,5,5,Yes,7.0,
1085,11547,2024-06-24,Neutral,5,5,4,Yes,1.0,
1086,11167,2024-06-05,Dissatisfied,4,5,5,Yes,8.0,Could be better
1087,10781,2024-06-21,Very Satisfied,1,2,5,No,6.0,Could be better
1088,10773,2024-01-13,Dissatisfied,3,2,5,No,9.0,
1089,10579,2024-04-27,Satisfied,1,3,3,Yes,3.0,Great!
1090,10182,2024-05-15,Very Satisfied,4,3,2,No,5.0,Great!
1091,10968,2024-04-22,Satisfied,2,1,2,Yes,,
1092,11067,2024-06-02,Very Dissatisfied,4,4,1,Yes,0.0,Could be better
1093,11151,2024-03-05,Satisfied,5,2,2,Yes,3.0,Average
1094,11058,2024-02-08,Dissatisfied,2,5,4,No,3.0,Great!
1095,11802,2024-04-29,Dissatisfied,2,1,5,No,2.0,Average
1096,10490,2024-04-14,Satisfied,2,2,1,Yes,3.0,Great!
1097,11178,2024-01-27,Very Dissatisfied,5,5,1,No,9.0,Could be better
1098,11262,2024-05-11,Neutral,4,3,1,No,6.0,Average
1099,11165,2024-02-12,Satisfied,4,4,4,No,6.0,Great!
1100,11302,2024-02-11,Satisfied,1,5,4,No,0.0,Average
1101,10579,2024-01-23,Satisfied,5,1,3,No,9.0,Great!
1102,10203,2024-05-20,Satisfied,3,2,2,No,8.0,Could be better
1103,11213,2024-03-20,Neutral,5,1,5,Yes,9.0,
1104,11239,2024-01-09,Very Dissatisfied,5,4,3,Yes,8.0,
1105,11057,2024-03-15,Neutral,4,2,4,Yes,6.0,
1106,11261,2024-01-06,Satisfied,2,1,4,No,9.0,Could be better
1107,10600,2024-05-02,Satisfied,4,3,3,No,0.0,Good
1108,11205,2024-05-02,Very Dissatisfied,5,2,5,Yes,3.0,
1109,10366,2024-06-19,Very Dissatisfied,4,3,2,Yes,0.0,
1110,10449,2024-06-19,Very Satisfied,4,3,5,No,7.0,Good
1111,11032,2024-06-11,Dissatisfied,5,4,5,No,0.0,Good
1112,10510,2024-02-22,Neutral,4,1,1,No,3.0,Could be better
1113,10894,2024-04-28,Satisfied,5,2,5,No,5.0,Could be better
1114,11055,2024-02-21,Dissatisfied,5,4,3,No,8.0,Average
1115,10458,2024-03-17,Very Satisfied,4,1,2,Yes,7.0,Good
1116,11804,2024-06-25,Very Dissatisfied,1,4,2,No,1.0,
1117,11607,2024-01-28,Very Dissatisfied,4,1,5,No,3.0,Great!
1118,10321,2024-06-28,Satisfied,2,1,2,Yes,5.0,Average
1119,11254,2024-05-22,Neutral,5,3,2,Yes,1.0,Could be better
1120,10228,2024-04-05,Dissatisfied,1,1,5,No,10.0,Could be better
1121,10849,2024-04-09,Neutral,3,5,1,No,0.0,
1122,10568,2024-02-26,Dissatisfied,5,5,1,Yes,7.0,Great!
1123,10174,2024-01-10,Very Dissatisfied,2,5,4,No,9.0,
1124,11240,2024-06-11,Satisfied,3,3,2,Yes,3.0,
1125,11677,2024-03-16,Dissatisfied,3,2,1,Yes,1.0,
1126,10475,2024-06-19,Satisfied,3,2,5,No,5.0,Average
1127,10846,2024-03-11,Very Satisfied,2,1,2,No,2.0,
1128,11236,2024-05-29,Very Satisfied,2,2,2,Yes,7.0,
1129,11475,2024-03-08,Dissatisfied,3,3,4,No,2.0,Average
1130,10324,2024-01-04,Very Satisfied,3,2,5,Yes,2.0,
1131,10173,2024-04-03,Very Dissatisfied,4,5,4,No,7.0,Great!
1132,11430,2024-02-21,Neutral,5,2,4,Yes,8.0,Could be better
1133,10598,2024-05-15,Very Satisfied,1,1,3,Yes,4.0,Good
1134,10910,2024-06-05,Neutral,5,2,1,No,6.0,Could be better
1135,10109,2024-06-20,Very Satisfied,1,3,2,No,7.0,
1136,11610,2024-04-29,Very Dissatisfied,2,3,2,No,9.0,Good
1137,10471,2024-04-17,Very Satisfied,4,2,1,No,6.0,Good
1138,11710,2024-01-03,Very Dissatisfied,1,4,4,No,2.0,Could be better
1139,11012,2024-04-08,Dissatisfied,5,5,3,Yes,2.0,Could be better
1140,10656,2024-06-24,Dissatisfied,3,5,5,Yes,4.0,Average
1141,11013,2024-01-12,Dissatisfied,5,1,2,Yes,6.0,
1142,10194,2024-01-08,Dissatisfied,5,2,1,Yes,4.0,Average
1143,10185,2024-06-03,Very Satisfied,4,1,4,Yes,0.0,Could be better
1144,10985,2024-04-03,Very Satisfied,1,1,3,Yes,1.0,Great!
1145,11674,2024-05-29,Very Dissatisfied,2,3,1,No,4.0,Could be better
1146,11064,2024-01-27,Neutral,4,3,2,Yes,10.0,Good
1147,10328,2024-03-29,Very Satisfied,1,4,4,Yes,0.0,
1148,11136,2024-03-21,Very Satisfied,2,5,5,Yes,3.0,Great!
1149,10330,2024-03-07,Very Satisfied,5,4,1,No,2.0,
1150,11973,2024-01-23,Satisfied,5,2,3,Yes,10.0,Good
1151,10860,2024-06-28,Neutral,1,4,4,No,1.0,Average
1152,11635,2024-03-12,Dissatisfied,4,2,2,No,0.0,Good
1153,10409,2024-02-12,Very Satisfied,4,5,5,No,6.0,
1154,11566,2024-06-27,Neutral,2,3,2,No,10.0,Average
1155,11780,2024-01-21,Neutral,5,5,1,No,6.0,Great!
1156,11660,2024-05-05,Very Satisfied,2,1,1,No,10.0,Good
1157,11356,2024-06-12,Very Satisfied,1,4,3,Yes,7.0,
1158,11813,2024-02-26,Neutral,1,4,5,No,6.0,Great!
1159,10797,2024-05-03,Neutral,2,4,1,No,3.0,
1160,10838,2024-03-30,Neutral,5,1,5,No,7.0,Good
1161,10741,2024-03-02,Satisfied,4,2,2,Yes,10.0,Could be better
1162,11651,2024-05-12,Satisfied,2,3,3,No,1.0,
1163,11409,2024-03-07,Very Satisfied,5,4,1,No,9.0,
1164,11281,2024-06-29,Neutral,3,4,4,No,3.0,
1165,11195,2024-05-10,Neutral,1,5,3,Yes,4.0,Average
1166,10743,2024-02-21,Satisfied,5,1,4,No,6.0,Great!
1167,11470,2024-06-09,Dissatisfied,4,2,3,Yes,8.0,Could be better
1168,11406,2024-02-28,Very Satisfied,4,3,5,Yes,7.0,
1169,11507,2024-04-29,Dissatisfied,5,2,3,No,6.0,Great!
1170,10231,2024-01-12,Neutral,1,5,1,Yes,10.0,Good
1171,10214,2024-05-02,Very Satisfied,4,3,5,No,3.0,Good
1172,10805,2024-06-22,Very Dissatisfied,4,5,4,No,9.0,
1173,10227,2024-02-18,Satisfied,3,2,2,No,1.0,
1174,10974,2024-04-12,Very Satisfied,4,2,4,No,1.0,
1175,11461,2024-05-03,Dissatisfied,5,4,4,Yes,0.0,Average
1176,11967,2024-01-24,Very Satisfied,4,1,5,Yes,1.0,Could be better
1177,10701,2024-06-16,Neutral,4,3,4,Yes,2.0,
1178,10215,2024-03-30,Very Satisfied,2,5,2,Yes,3.0,Could be better
1179,10857,2024-03-20,Very Dissatisfied,5,1,1,No,5.0,Average
1180,10525,2024-03-01,Very Dissatisfied,2,5,5,No,7.0,Could be better
1181,11163,2024-04-11,Satisfied,3,1,1,Yes,7.0,
1182,11561,2024-05-15,Very Dissatisfied,4,1,3,Yes,3.0,
